round,train_logloss,val_pr_auc,time_s
880,0.1507,0.7844,0.1
881,0.1505,0.7844,0.1
882,0.1503,0.7845,0.1
883,0.1502,0.7846,0.1
884,0.1501,0.7848,0.1
885,0.1499,0.7851,0.1
886,0.1498,0.7852,0.1
887,0.1498,0.7853,0.1
888,0.1497,0.7855,0.1
889,0.1496,0.7856,0.1
890,0.1494,0.7857,0.1
891,0.1492,0.7859,0.1
892,0.1491,0.7859,0.1
893,0.149,0.7861,0.1
894,0.1489,0.7862,0.1
895,0.1488,0.7864,0.1
896,0.1487,0.7865,0.1
897,0.1486,0.7864,0.1
898,0.1485,0.7865,0.1
899,0.1484,0.7866,0.1
900,0.1482,0.7869,0.1
901,0.1481,0.787,0.1
902,0.148,0.7872,0.1
903,0.1479,0.7874,0.1
904,0.1478,0.7875,0.1
905,0.1477,0.7875,0.1
906,0.1476,0.7876,0.1
907,0.1475,0.7877,0.1
908,0.1474,0.7878,0.1
909,0.1473,0.7878,0.1
910,0.1472,0.7881,0.1
911,0.1471,0.788,0.1
912,0.147,0.7881,0.1
913,0.1469,0.7883,0.1
914,0.1468,0.7884,0.1
915,0.1467,0.7884,0.1
916,0.1465,0.7886,0.1
917,0.1464,0.7888,0.1
918,0.1462,0.7889,0.1
919,0.1461,0.7889,0.1
920,0.146,0.7889,0.1
921,0.1459,0.7889,0.1
922,0.1458,0.789,0.1
923,0.1457,0.7891,0.1
924,0.1456,0.7892,0.1
925,0.1455,0.7894,0.1
926,0.1454,0.7896,0.1
927,0.1453,0.7897,0.1
928,0.1452,0.7898,0.1
929,0.145,0.79,0.1
930,0.145,0.79,0.1
931,0.1448,0.7901,0.1
932,0.1447,0.7903,0.1
933,0.1445,0.7904,0.1
934,0.1445,0.7903,0.1
935,0.1444,0.7905,0.1
936,0.1442,0.7906,0.1
937,0.144,0.7907,0.1
938,0.1438,0.7908,0.1
939,0.1437,0.7908,0.1
940,0.1436,0.791,0.1
941,0.1435,0.7909,0.1
942,0.1433,0.7911,0.1
943,0.1433,0.7911,0.1
944,0.1432,0.7911,0.1
945,0.143,0.7912,0.1
946,0.1429,0.7914,0.1
947,0.1428,0.7915,0.1
948,0.1427,0.7915,0.1
949,0.1427,0.7916,0.1
950,0.1425,0.7918,0.1
951,0.1425,0.7918,0.1
952,0.1424,0.7919,0.1
953,0.1423,0.7921,0.1
954,0.1421,0.7922,0.1
955,0.142,0.7922,0.1
956,0.142,0.7922,0.1
957,0.1418,0.7925,0.1
958,0.1417,0.7924,0.1
959,0.1415,0.7926,0.1
960,0.1414,0.7926,0.1
961,0.1414,0.7927,0.1
962,0.1413,0.7928,0.1
963,0.1412,0.7928,0.1
964,0.1412,0.7929,0.1
965,0.1411,0.7929,0.1
966,0.1409,0.793,0.1
967,0.1408,0.7931,0.1
968,0.1407,0.7931,0.1
969,0.1405,0.7933,0.1
970,0.1404,0.7934,0.1
971,0.1403,0.7935,0.1
972,0.1402,0.7935,0.1
973,0.1402,0.7937,0.1
974,0.1401,0.7938,0.1
975,0.1399,0.7939,0.1
976,0.1398,0.7939,0.1
977,0.1398,0.7939,0.1
978,0.1397,0.794,0.1
979,0.1396,0.794,0.1
980,0.1396,0.7941,0.1
981,0.1393,0.7943,0.1
982,0.1393,0.7945,0.1
983,0.1392,0.7945,0.1
984,0.139,0.7947,0.1
985,0.1388,0.7949,0.1
986,0.1387,0.7951,0.1
987,0.1386,0.7952,0.1
988,0.1385,0.7953,0.1
989,0.1383,0.7954,0.1
990,0.1382,0.7955,0.1
991,0.1381,0.7956,0.1
992,0.1379,0.7957,0.1
993,0.1378,0.7959,0.1
994,0.1377,0.796,0.1
995,0.1376,0.7961,0.1
996,0.1376,0.7962,0.1
997,0.1375,0.7962,0.1
998,0.1374,0.7962,0.1
999,0.1372,0.7963,0.1
1000,0.1371,0.7964,0.1
