round,train_logloss,val_pr_auc,time_s
878,0.155,0.7658,0.1
879,0.1549,0.7659,0.1
880,0.1547,0.766,0.1
881,0.1546,0.7661,0.1
882,0.1545,0.7661,0.1
883,0.1545,0.7663,0.1
884,0.1544,0.7664,0.1
885,0.1542,0.7666,0.1
886,0.1541,0.7666,0.1
887,0.154,0.7667,0.1
888,0.1539,0.7669,0.1
889,0.1538,0.7669,0.1
890,0.1536,0.767,0.1
891,0.1534,0.7672,0.1
892,0.1533,0.7673,0.1
893,0.1532,0.7674,0.1
894,0.1531,0.7676,0.1
895,0.153,0.7676,0.1
896,0.1529,0.7679,0.1
897,0.1528,0.7679,0.1
898,0.1526,0.768,0.1
899,0.1526,0.7683,0.1
900,0.1524,0.7684,0.1
901,0.1523,0.7685,0.1
902,0.1522,0.7687,0.1
903,0.1521,0.7687,0.1
904,0.152,0.7689,0.1
905,0.1519,0.7689,0.1
906,0.1517,0.769,0.1
907,0.1516,0.7691,0.1
908,0.1516,0.7692,0.1
909,0.1515,0.7692,0.1
910,0.1515,0.7692,0.1
911,0.1514,0.7694,0.1
912,0.1512,0.7696,0.1
913,0.1511,0.7695,0.1
914,0.151,0.7697,0.1
915,0.151,0.7697,0.1
916,0.1508,0.7699,0.1
917,0.1507,0.77,0.1
918,0.1506,0.7701,0.1
919,0.1505,0.7702,0.1
920,0.1505,0.7702,0.1
921,0.1503,0.7702,0.1
922,0.1502,0.7703,0.1
923,0.1501,0.7704,0.1
924,0.15,0.7706,0.1
925,0.15,0.7707,0.1
926,0.1499,0.7708,0.1
927,0.1498,0.7709,0.1
928,0.1496,0.7709,0.1
929,0.1495,0.771,0.1
930,0.1494,0.7711,0.1
931,0.1492,0.7711,0.1
932,0.1491,0.7711,0.1
933,0.1489,0.7712,0.1
934,0.1489,0.7712,0.1
935,0.1488,0.7713,0.1
936,0.1487,0.7714,0.1
937,0.1485,0.7713,0.1
938,0.1483,0.7713,0.1
939,0.1482,0.7713,0.1
940,0.1481,0.7715,0.1
941,0.148,0.7716,0.1
942,0.1479,0.7716,0.1
943,0.1478,0.7717,0.1
944,0.1476,0.7718,0.1
945,0.1474,0.772,0.1
946,0.1473,0.772,0.1
947,0.1472,0.7721,0.1
948,0.1471,0.7722,0.1
949,0.1471,0.7722,0.1
950,0.1469,0.7723,0.1
951,0.1468,0.7725,0.1
952,0.1467,0.7727,0.1
953,0.1467,0.7726,0.1
954,0.1466,0.7727,0.1
955,0.1465,0.7727,0.1
956,0.1464,0.7728,0.1
957,0.1463,0.7731,0.1
958,0.1461,0.7731,0.1
959,0.146,0.7731,0.1
960,0.1458,0.7733,0.1
961,0.1458,0.7734,0.1
962,0.1456,0.7735,0.1
963,0.1456,0.7736,0.1
964,0.1454,0.7736,0.1
965,0.1453,0.7737,0.1
966,0.1452,0.7737,0.1
967,0.1451,0.7737,0.1
968,0.145,0.7737,0.1
969,0.1449,0.7739,0.1
970,0.1448,0.7739,0.1
971,0.1447,0.774,0.1
972,0.1447,0.7741,0.1
973,0.1445,0.7743,0.1
974,0.1444,0.7746,0.1
975,0.1443,0.7746,0.1
976,0.1443,0.7746,0.1
977,0.1442,0.7746,0.1
978,0.1441,0.7747,0.1
979,0.144,0.7749,0.1
980,0.144,0.7749,0.1
981,0.1439,0.7749,0.1
982,0.1439,0.7752,0.1
983,0.1438,0.7753,0.1
984,0.1436,0.7753,0.1
985,0.1434,0.7754,0.1
986,0.1434,0.7756,0.1
987,0.1433,0.7755,0.1
988,0.1432,0.7756,0.1
989,0.1431,0.7757,0.1
990,0.1429,0.7759,0.1
991,0.1429,0.7761,0.1
992,0.1428,0.7761,0.1
993,0.1426,0.7761,0.1
994,0.1426,0.7762,0.1
995,0.1425,0.7762,0.1
996,0.1424,0.7762,0.1
997,0.1424,0.7762,0.1
998,0.1423,0.7762,0.1
999,0.1422,0.7763,0.1
1000,0.1421,0.7765,0.1
